listing_id,status,property_type,title,price_usd,price_period,bedrooms,bathrooms,area_sqm,furnished,community_id,district_id,governorate_id,agency,agent_name,listing_url,scraped_at_utc
DW-DR-763,commercial_rent,Office Space,semi furnished office for rent in prime location!!,700,USD / month,6,2,144,partly,902,24,6,Dwelling,Seline,https://www.realestate.com.lb/en/commercial-properties-lebanon/DW-DR-763/office_space-commercial-for-rent-dora-lebanon-DW-DR-763,1770714992
BL-BL2124228,buy,Loft,Modern | GYM | Swimming Pool,900000,USD,3,3,225,yes,569,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2124228/loft-for-sale-mar-mikhael-lebanon-BL-BL2124228,1770714992
HERO-S718,buy,Apartment,Traditional Apt  | Traditional Area | Traditional Building,850000,USD,3,5,265,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S718/apartment-for-sale-achrafieh-lebanon-HERO-S718,1770714992
RWI-F306,buy,Duplex,Brand New Duplex With Garden & Terrace For Sale in Baabdat,420000,USD,3,5,400,no,793,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F306/duplex-for-sale-baabdat-lebanon-RWI-F306,1770714992
HERO-PF1050,rent,Apartment,New Bldg | Nice Balcony | Front Sea View,2500,USD / month,3,3,270,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1050/apartment-for-rent-achrafieh-lebanon-HERO-PF1050,1770714992
HERO-PF995,rent,Apartment,24/7 Electricity | Heritage Apartment | Large Balcony,2500,USD / month,3,3,210,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF995/apartment-for-rent-achrafieh-lebanon-HERO-PF995,1770714992
BL-BL2017460,rent,Apartment,Furnished Luxurious Flat | Calm Neighborhood,3750,USD / month,3,4,250,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2017460/apartment-for-rent-achrafieh-lebanon-BL-BL2017460,1770714992
HERO-PF1047,rent,Apartment,24/7 Electricity | Front Sea View | Prime Location,1833,USD / month,2,3,175,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1047/apartment-for-rent-achrafieh-lebanon-HERO-PF1047,1770714992
HERO-PF486,rent,Apartment,24/7 Electricity | Calm Area | Cozy Balcony,1500,USD / month,2,2,85,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF486/apartment-for-rent-achrafieh-lebanon-HERO-PF486,1770714992
RWR-RG97,rent,Apartment,Mtayleb semi furnished  Duplex for rent / Panoramic view / 350Sqm including Terrace,1500,USD / month,4,4,350,no,760,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/rent-properties-lebanon/RWR-RG97/apartment-for-rent-mtayleb-lebanon-RWR-RG97,1770714993
RWI-F305,rent,Duplex,Modern - Furnished Duplex For Rent in Broummana,2000,USD / month,2,3,235,yes,1301,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-F305/duplex-for-rent-broummana-lebanon-RWI-F305,1770714993
RWI-F304,buy,Duplex,Modern - Furnished Duplex For Sale in Broummana,750000,USD,2,3,235,yes,1301,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F304/duplex-for-sale-broummana-lebanon-RWI-F304,1770714993
RWI-F303,buy,Apartment,Brand new apartment for sale in Baabdat - Prime Location,600000,USD,4,5,300,no,793,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F303/apartment-for-sale-baabdat-lebanon-RWI-F303,1770714993
AP-8515,buy,Apartment,Shared Gym&Pool | 300 Sqm | Open Sea&Mountain View,1300000,USD,3,5,300,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-8515/apartment-for-sale-achrafieh-lebanon-AP-8515,1770714993
AP-8507,buy,Apartment,Open Sea&Mountain View | Shared Pool&Gym | 407 Sqm,1850000,USD,3,5,407,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-8507/apartment-for-sale-achrafieh-lebanon-AP-8507,1770714993
HERO-PF479,rent,Apartment,Elegant Spacious Apartment | Large Balcony,2750,USD / month,4,5,350,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF479/apartment-for-rent-achrafieh-lebanon-HERO-PF479,1770714993
RWR-cj345,commercial_rent,Land,land for rent in Zalka few minutes to the Souk,1500,USD / month,,,1000,no,1086,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWR-cj345/land-commercial-for-rent-zalka-lebanon-RWR-cj345,1770714993
RWR-CJ344,commercial_buy,Land,Land  in Jal el Dib for sale / Good location,3250000,USD,,,1500,no,939,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWR-CJ344/land-commercial-for-sale-jal-el-dib-lebanon-RWR-CJ344,1770714993
AP-8495,rent,Apartment,Open Sea&Mountain View | Shared Gym | Unfurnished,4170,USD / month,4,6,490,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-8495/apartment-for-rent-achrafieh-lebanon-AP-8495,1770714993
RWR-cj343,rent,Apartment,Furnished Modern Apartment in Zalka For Rent,10000,USD / month,3,2,150,yes,1086,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/rent-properties-lebanon/RWR-cj343/apartment-for-rent-zalka-lebanon-RWR-cj343,1770714993
AP-8478,buy,Apartment,Spacious Apartment | For Sale In Downtown,1690000,USD,3,5,385,no,535,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-8478/apartment-for-sale-down-town-lebanon-AP-8478,1770714993
BL-BL1907306,rent,Loft,Lovely flat | Built-in Library Shelves,2200,USD / month,2,2,165,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1907306/loft-for-rent-achrafieh-lebanon-BL-BL1907306,1770714993
BL-BL2332449,rent,Apartment,Stunning Flat | Large Balcony | Kids Friendly | Huge Kitchen,5000,USD / month,3,4,560,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2332449/apartment-for-rent-achrafieh-lebanon-BL-BL2332449,1770714993
DW-DR-825,rent,Duplex,Fully Furnished - Huge Balcony - Mountain View,8500,USD / year,3,3,160,yes,180,32,6,Dwelling,Michel Chedid,https://www.realestate.com.lb/en/rent-properties-lebanon/DW-DR-825/duplex-for-rent-faitroun-lebanon-DW-DR-825,1770714993
RWR-JJ123,buy,Apartment,Luxury Apartment with superb view in Rabieh for Sale,875000,USD,4,4,450,partly,723,24,6,Ray White Rabieh,Mario Nassif,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-JJ123/apartment-for-sale-rabieh-lebanon-RWR-JJ123,1770714993
DW-DS-618,buy,Chalet,Charming Chalet in Zouk Mosbeh.,190000,USD,0,1,50,yes,726,32,6,Dwelling,Roland Aouad,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-618/chalet-for-sale-zouk-mosbeh-lebanon-DW-DS-618,1770714993
RWI-EA283,buy,Apartment,Apartment with City and Sea Views in Dekwaneh,250000,USD,3,3,160,no,285,24,6,Ray White Lebanon,Ray White Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-EA283/apartment-for-sale-dekwaneh-lebanon-RWI-EA283,1770714993
AP-8407,buy,Apartment,Open Sea&Mountain view | Shared Pool&Gym | 24/7 Electricity,1200000,USD,3,5,280,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-8407/apartment-for-sale-achrafieh-lebanon-AP-8407,1770714993
HERO-PF1028,rent,Apartment,24/7 Electricity | Well Decorated  | Calm Area,1800,USD / month,3,4,230,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1028/apartment-for-rent-achrafieh-lebanon-HERO-PF1028,1770714993
HERO-PF1034,rent,Apartment,24/7 Electricity | Floor Heating | Open View,2500,USD / month,3,4,230,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1034/apartment-for-rent-achrafieh-lebanon-HERO-PF1034,1770714995
BL-BL1909454,rent,Apartment,Spacious | Central | Bright,1250,USD / month,3,3,250,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1909454/apartment-for-rent-achrafieh-lebanon-BL-BL1909454,1770714995
BL-BL2330412,buy,Duplex,Amazing Flat | Prime Location | Great Building,2500000,USD,4,4,600,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2330412/duplex-for-sale-achrafieh-lebanon-BL-BL2330412,1770714995
RWI-EA282,commercial_rent,Shop,Prime 50 sqm Shop for Rent – Your Business Opportunity!,400,USD / month,,1,50,no,251,24,6,Ray White Lebanon,Ray White Lebanon,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWI-EA282/shop-commercial-for-rent-jisr-el-bacha-lebanon-RWI-EA282,1770714995
HERO-PF1041,rent,Apartment,New Apt. | New Building | 24/7 Electricity,900,USD / month,1,2,65,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1041/apartment-for-rent-achrafieh-lebanon-HERO-PF1041,1770714995
DW-DR-659,rent,Chalet,Sea View - Pool Access - Fully Furnished,9200,USD / year,1,1,68,yes,362,32,6,Dwelling,Michel Chedid,https://www.realestate.com.lb/en/rent-properties-lebanon/DW-DR-659/chalet-for-rent-tabarja-lebanon-DW-DR-659,1770714995
HERO-PF955,rent,Apartment,24/7 Electricity | Large Balcony | Tabaris Area,3300,USD / month,4,5,450,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF955/apartment-for-rent-achrafieh-lebanon-HERO-PF955,1770714995
DW-DS-613,buy,Chalet,Stunning Chalet with Terrace for sale in Faraya,260000,USD,2,2,118,yes,652,32,6,Dwelling,Elie Melhem,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-613/chalet-for-sale-kfardebian-lebanon-DW-DS-613,1770714995
BL-BL-BL1902315,rent,Apartment,Spacious Furnished Flat | Calm Location | Huge Balcony,2000,USD / month,3,4,190,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL-BL1902315/apartment-for-rent-achrafieh-lebanon-BL-BL-BL1902315,1770714995
RWI-F293,rent,Apartment,Beautiful apartment with terrace for rent in Baabdat,700,USD / month,3,3,190,no,793,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-F293/apartment-for-rent-baabdat-lebanon-RWI-F293,1770714995
BL-BL2330809,buy,Apartment,Furnished Apartment | Prime Location,1000000,USD,5,4,400,yes,831,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2330809/apartment-for-sale-ramlet-al-baydah-lebanon-BL-BL2330809,1770714995
BL-BL2330292,rent,Apartment,Convenient and Sunny Flat | Modern Building,1000,USD / month,1,2,65,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2330292/apartment-for-rent-achrafieh-lebanon-BL-BL2330292,1770714995
HERO-PF386,rent,Apartment,The Designer Loft Apt. | Golden Triangle Area.,1800,USD / month,2,2,100,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF386/apartment-for-rent-achrafieh-lebanon-HERO-PF386,1770714995
BL-BL2332231,rent,Apartment,Very High End | Luxurious Apartment,2050,USD / month,2,3,195,yes,535,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2332231/apartment-for-rent-down-town-lebanon-BL-BL2332231,1770714995
HERO-PF1045,rent,Apartment,Luxurious Apt | Pool & Gym | Front Sea View.,3750,USD / month,4,5,430,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1045/apartment-for-rent-achrafieh-lebanon-HERO-PF1045,1770714995
DW-DS-588,buy,Apartment,Deluxe Furnished Home for Sale in Horsh tabet!!,900000,USD,4,3,300,yes,396,24,6,Dwelling,Seline,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-588/apartment-for-sale-horch-tabet-lebanon-DW-DS-588,1770714995
DW-DS-588-2,buy,Apartment,Deluxe Furnished Home for Sale in Horsh tabet!!,900000,USD,4,3,300,yes,396,24,6,Dwelling,Seline,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-588-2/apartment-for-sale-horch-tabet-lebanon-DW-DS-588-2,1770714995
HERO-PFJ346,rent,Apartment,Modernly Furnished Apartment | 24/7 Electricity,1500,USD / month,2,3,150,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PFJ346/apartment-for-rent-achrafieh-lebanon-HERO-PFJ346,1770714995
BL-BL2227668,rent,Apartment,Spacious Apartment | Brand New,2500,USD / month,3,3,340,yes,292,15,6,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2227668/apartment-for-rent-yarzeh-lebanon-BL-BL2227668,1770714995
HERO-PF1024,rent,Apartment,24/7 Electricity | Large Balcony | Open View,2500,USD / month,3,3,200,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1024/apartment-for-rent-achrafieh-lebanon-HERO-PF1024,1770714995
RWR-cj324,commercial_buy,Warehouse,Warehouse  in Zalka For Sale,2000000,USD,,1,1120,no,1086,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWR-cj324/warehouse-commercial-for-sale-zalka-lebanon-RWR-cj324,1770714995
HERO-PF1026,rent,Apartment,24/7 Electricity | Sea View  | Pool & Gym,2500,USD / month,4,6,420,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1026/apartment-for-rent-achrafieh-lebanon-HERO-PF1026,1770714995
HERO-PF211,rent,Apartment,24/7 Electricity | Unfurnished | Specially Designed for Your Comfort,1800,USD / month,3,4,280,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF211/apartment-for-rent-achrafieh-lebanon-HERO-PF211,1770714995
LA-502,buy,Apartment,Low budget | balconies | invest,160000,USD,2,1,120,no,969,28,2,Light Real Estate,Steve Khoury,https://www.realestate.com.lb/en/buy-properties-lebanon/LA-502/apartment-for-sale-achrafieh-lebanon-LA-502,1770714995
DW-DS-587,buy,Apartment,SPACIOUS FURNISHED FLAT FOR SALE IN SIN EL FIL!!,255000,USD,3,3,195,yes,686,24,6,Dwelling,Seline,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-587/apartment-for-sale-sin-el-fil-lebanon-DW-DS-587,1770714995
DW-DS-586,buy,Apartment,Brand New flat for sale in Zaroon!!,87500,USD,2,2,100,no,614,24,6,Dwelling,Seline,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-586/apartment-for-sale-zaraoun-lebanon-DW-DS-586,1770714995
RWI-OA75,buy,Apartment,Apartment for Sale in Prime Jdeideh,275000,USD,3,3,190,no,211,24,6,Ray White Lebanon,Andrew Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-OA75/apartment-for-sale-jdeideh-lebanon-RWI-OA75,1770714995
HERO-PF1036,rent,Apartment,5 Stars Apt. | Sea View | 24/7 Electricity,3000,USD / month,2,3,170,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1036/apartment-for-rent-achrafieh-lebanon-HERO-PF1036,1770714995
BL-BL2331702,buy,Duplex,Amazing Duplex | Huge Terrace | 24/7 Electricity,1200000,USD,2,2,240,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2331702/duplex-for-sale-achrafieh-lebanon-BL-BL2331702,1770714995
BL-BL2229196,rent,Apartment,Furnished | Spacious Apartment | Prime Location,3400,USD / month,3,3,280,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2229196/apartment-for-rent-achrafieh-lebanon-BL-BL2229196,1770714995
HERO-PF961,rent,Apartment,24/7 Electricity | New Bldg.| Open View,1500,USD / month,3,4,235,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF961/apartment-for-rent-achrafieh-lebanon-HERO-PF961,1770714995
HERO-PF434,rent,Apartment,Modern Apartment | Calm Area |  Charges Included,1100,USD / month,2,3,110,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF434/apartment-for-rent-achrafieh-lebanon-HERO-PF434,1770714995
AP-7983,rent,Apartment,Shared Gym&Pool | 24/7 Electricity | Spacious,2500,USD / month,3,5,335,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-7983/apartment-for-rent-achrafieh-lebanon-AP-7983,1770714995
BL-BL2124193,buy,Apartment,Spacious Fully Furnished Apartment,455000,USD,3,3,190,yes,424,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2124193/apartment-for-sale-sanayeh-lebanon-BL-BL2124193,1770714995
HERO-PF811,rent,Apartment,Rooftop Apt | Large Terrace | Perfect Location.,2000,USD / month,3,4,180,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF811/apartment-for-rent-achrafieh-lebanon-HERO-PF811,1770714995
HERO-PF305,rent,Apartment,Beautiful Apartment |  Large Terrace | Prime Location,2500,USD / month,3,5,300,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF305/apartment-for-rent-achrafieh-lebanon-HERO-PF305,1770714995
RWI-RK58,buy,Duplex,Brand New Duplex Apartment for Sale in Monteverde,720000,USD,4,4,314,no,324,24,6,Ray White Lebanon,Walid Chammas,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RK58/duplex-for-sale-monteverde-lebanon-RWI-RK58,1770714995
RWI-RK56,buy,Apartment,Brand New Apartment for Sale in Monteverde,480000,USD,3,3,190,no,324,24,6,Ray White Lebanon,Walid Chammas,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RK56/apartment-for-sale-monteverde-lebanon-RWI-RK56,1770714995
DW-DS-537,buy,Chalet,Chalet in a prime location of Faqra Club.,550000,USD,3,2,170,no,1089,32,6,Dwelling,Elie Melhem,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-537/chalet-for-sale-faqra-lebanon-DW-DS-537,1770714995
RWI-RK57,buy,Apartment,Brand New Apartment with Garden for Sale in Monteverde,455000,USD,3,3,210,no,324,24,6,Ray White Lebanon,Walid Chammas,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RK57/apartment-for-sale-monteverde-lebanon-RWI-RK57,1770714995
RWI-RK55,buy,Apartment,Brand New Apartment for Sale in Monteverde,440000,USD,3,3,190,no,324,24,6,Ray White Lebanon,Walid Chammas,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RK55/apartment-for-sale-monteverde-lebanon-RWI-RK55,1770714997
BL-BL2333709,buy,Duplex,Great Catch | Duplex,300000,USD,3,4,240,no,1230,24,6,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2333709/duplex-for-sale-dbayeh-lebanon-BL-BL2333709,1770714997
BL-BL2122687,rent,Apartment,Brand new | Open View | Central,1200,USD / month,1,2,80,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2122687/apartment-for-rent-achrafieh-lebanon-BL-BL2122687,1770714997
RWR-RG90,buy,Apartment,New! Spacious 240Sqm apartment for Sale in Beit el Chaar!,290000,USD,3,3,240,no,175,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG90/apartment-for-sale-beit-el-chaar-lebanon-RWR-RG90,1770714997
BL-BL2017041,rent,Apartment,Reduced Price | Luxurious | Prime Loc. | Open View,4000,USD / month,4,3,400,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2017041/apartment-for-rent-achrafieh-lebanon-BL-BL2017041,1770714997
BL-BL2225477,buy,Apartment,Spacious Charming Apartment | Great Location,1150000,USD,2,4,210,no,105,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2225477/apartment-for-sale-saifi-lebanon-BL-BL2225477,1770714997
AP-7822,buy,Apartment,Spacious Apartment For Sale | 270 Sqm,750000,USD,3,5,270,no,352,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-7822/apartment-for-sale-tabaris-lebanon-AP-7822,1770714997
BL-BL1903501,rent,Apartment,Cozy Flat | Pool | Gym | Great Location,2750,USD / month,1,2,90,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1903501/apartment-for-rent-achrafieh-lebanon-BL-BL1903501,1770714997
HERO-PFBP551,rent,Apartment,24/7 Electricity | Cozy Balcony | Prime Location,1500,USD / month,2,2,120,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PFBP551/apartment-for-rent-achrafieh-lebanon-HERO-PFBP551,1770714997
BL-BL1912486,rent,Apartment,Renovated Flat | Open Sea View,1000,USD / month,2,2,135,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1912486/apartment-for-rent-achrafieh-lebanon-BL-BL1912486,1770714997
HERO-PF1007,rent,Apartment,New Apt. | New Blg | 3 Balconies | Stunning View,4166,USD / month,4,4,450,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1007/apartment-for-rent-achrafieh-lebanon-HERO-PF1007,1770714997
HERO-PFAP885,rent,Apartment,24/7 Electricity | 3 Balconies | Prime Location,2500,USD / month,3,5,380,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PFAP885/apartment-for-rent-achrafieh-lebanon-HERO-PFAP885,1770714997
HERO-PF968,rent,Apartment,Fully Renovated Modern Apt from A to Z.,1750,USD / month,3,4,200,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF968/apartment-for-rent-achrafieh-lebanon-HERO-PF968,1770714997
RWI-F264,buy,Apartment,Three-bedroom aparmtent for sale in Baabdat,200000,USD,3,3,220,no,793,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F264/apartment-for-sale-baabdat-lebanon-RWI-F264,1770714997
BL-BL1910545,rent,Apartment,Gorgeous Spacious Flat | Two Balconies | Open View,1999,USD / month,3,3,235,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1910545/apartment-for-rent-achrafieh-lebanon-BL-BL1910545,1770714997
RWI-RK52,buy,Apartment,Apartment for Sale in Ain Saadeh,400000,USD,3,4,215,partly,1337,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RK52/apartment-for-sale-ain-saadeh-lebanon-RWI-RK52,1770714997
DW-DS-837,buy,Duplex,High end finishing Duplex!,350000,USD,4,4,270,no,1230,24,6,Dwelling,Jad Chkeir,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-837/duplex-for-sale-dbayeh-lebanon-DW-DS-837,1770714997
DW-DS-840,buy,Apartment,Brand new apartment in a prime location!,275000,USD,3,3,180,yes,175,24,6,Dwelling,Jad Chkeir,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-840/apartment-for-sale-beit-el-chaar-lebanon-DW-DS-840,1770714997
BL-BL2330591,rent,Apartment,24/7 Elec | Spacious Sunny | Modern Vibe,1700,USD / month,2,2,180,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2330591/apartment-for-rent-achrafieh-lebanon-BL-BL2330591,1770714997
RWI-RK48,buy,Apartment,Apartment for Sale in Ain Saadeh,320000,USD,3,3,250,no,1337,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RK48/apartment-for-sale-ain-saadeh-lebanon-RWI-RK48,1770714997
HERO-PF1014,rent,Apartment,Amazing One Bedroom Apt.| Newly Furnished,950,USD / month,1,2,65,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1014/apartment-for-rent-achrafieh-lebanon-HERO-PF1014,1770714998
RWI-F263,buy,Apartment,"Brand New Apartment For Sale in Mar Chaaya, 220 sqm",350000,USD,3,4,220,no,1302,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F263/apartment-for-sale-mar-chaaya-lebanon-RWI-F263,1770714998
RWI-F261,rent,Apartment,Furnished apartment with terrace for rent in Mar Moussa,500,USD / month,3,3,180,yes,69,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-F261/apartment-for-rent-mar-moussa-el-douar-lebanon-RWI-F261,1770714998
LA-480,rent,Apartment,Fully furnished | newly renovated | balcony,900,USD / month,2,2,90,yes,969,28,2,Light Real Estate,Steve Khoury,https://www.realestate.com.lb/en/rent-properties-lebanon/LA-480/apartment-for-rent-achrafieh-lebanon-LA-480,1770714998
HERO-PF197,rent,Apartment,Italian Vibes in Ashrafieh | 24/7 Electricity,1300,USD / month,3,3,160,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF197/apartment-for-rent-achrafieh-lebanon-HERO-PF197,1770714998
